bank_id,bank_name,model,formal_use,segment,starting_tier1_thousands,exposure_thousands,baseline_loss_thousands,severe_loss_thousands,severe_modeled_credit_loss_burden,capital_depletion,capital_depletion_reason,mortgage_loss_thousands,mortgage_loss_reason
3303298,CITIZENS BANK NATIONAL ASSN,dynamic_fe,LIMITED_CHALLENGER,CI,20946432.0,26609508.0,78580.3955073805,688888.5574201437,0.03288810989003491,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
339858,BOKF NATIONAL ASSN,ar_mean,FORMAL_BASELINE,CI,4640108.0,8781955.0,53967.475355430994,53967.475355430994,0.011630650699386952,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
339858,BOKF NATIONAL ASSN,ar_mean,FORMAL_BASELINE,CRE,4640108.0,11140949.0,2330.610683672152,2330.610683672152,0.000502275094388353,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
339858,BOKF NATIONAL ASSN,dynamic_fe,LIMITED_CHALLENGER,CI,4640108.0,8781955.0,5081.835177496338,174389.52431552188,0.03758307442747494,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
379920,FIRST NB OF PENNSYLVANIA,ar_mean,FORMAL_BASELINE,CI,4371435.0,6873379.0,51047.47728283353,51047.47728283353,0.011677510310191855,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
379920,FIRST NB OF PENNSYLVANIA,ar_mean,FORMAL_BASELINE,CRE,4371435.0,12150541.0,77319.09915469105,77319.09915469105,0.01768734961281388,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
379920,FIRST NB OF PENNSYLVANIA,dynamic_fe,LIMITED_CHALLENGER,CI,4371435.0,6873379.0,7776.556999330245,151740.08425011893,0.0347117329321193,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
395238,SYNOVUS BANK,ar_mean,FORMAL_BASELINE,CI,5953376.0,10195299.0,167832.44611017816,167832.44611017816,0.02819113829030422,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
395238,SYNOVUS BANK,ar_mean,FORMAL_BASELINE,CRE,5953376.0,19698556.0,51366.67253779105,51366.67253779105,0.008628158634326312,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
395238,SYNOVUS BANK,dynamic_fe,LIMITED_CHALLENGER,CI,5953376.0,10195299.0,100421.12515987258,334257.6242353547,0.05614589507455177,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
413208,HSBC BANK USA NATIONAL ASSN,ar_mean,FORMAL_BASELINE,CI,17072130.0,19861662.0,161666.77561419207,161666.77561419207,0.00946963124192424,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
413208,HSBC BANK USA NATIONAL ASSN,ar_mean,FORMAL_BASELINE,CRE,17072130.0,2927212.0,20976.654259925268,20976.654259925268,0.0012287075051516869,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
413208,HSBC BANK USA NATIONAL ASSN,dynamic_fe,LIMITED_CHALLENGER,CI,17072130.0,19861662.0,23581.75667270067,440886.0504140658,0.02582490002208663,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
485559,FIRST HORIZON BANK,ar_mean,FORMAL_BASELINE,CI,8228816.0,15291037.0,223918.0495510557,223918.0495510557,0.02721145418138596,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
485559,FIRST HORIZON BANK,ar_mean,FORMAL_BASELINE,CRE,8228816.0,22377855.0,38112.79783399511,38112.79783399511,0.004631625963442992,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
485559,FIRST HORIZON BANK,dynamic_fe,LIMITED_CHALLENGER,CI,8228816.0,15291037.0,97747.7644305054,448458.67141946795,0.05449856594429477,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
491224,FIRST-CITIZENS BANK&TRUST CO,ar_mean,FORMAL_BASELINE,CI,22796000.0,35657000.0,610791.2603743413,610791.2603743413,0.02679379103238907,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
491224,FIRST-CITIZENS BANK&TRUST CO,ar_mean,FORMAL_BASELINE,CRE,22796000.0,39031000.0,176105.59171202593,176105.59171202593,0.007725284774172045,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
491224,FIRST-CITIZENS BANK&TRUST CO,dynamic_fe,LIMITED_CHALLENGER,CI,22796000.0,35657000.0,397133.22821991844,1214952.1119558897,0.053296723633790566,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
501105,MANUFACTURERS&TRADERS TR CO,ar_mean,FORMAL_BASELINE,CI,19541812.0,33018844.0,290668.72003581165,290668.72003581165,0.014874194882020748,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
501105,MANUFACTURERS&TRADERS TR CO,ar_mean,FORMAL_BASELINE,CRE,19541812.0,33808431.0,93389.50268880442,93389.50268880442,0.004778958199413873,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
501105,MANUFACTURERS&TRADERS TR CO,dynamic_fe,LIMITED_CHALLENGER,CI,19541812.0,33018844.0,55808.45662669099,773829.6251743368,0.03959866286577401,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
60143,COMERICA BANK,ar_mean,FORMAL_BASELINE,CI,8571000.0,24497000.0,188774.48459106236,188774.48459106236,0.0220247911085127,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
60143,COMERICA BANK,ar_mean,FORMAL_BASELINE,CRE,8571000.0,17692000.0,0.0,0.0,0.0,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
60143,COMERICA BANK,dynamic_fe,LIMITED_CHALLENGER,CI,8571000.0,24497000.0,28552.88876902048,553585.9975282886,0.0645882624580899,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
606046,CADENCE BANK,ar_mean,FORMAL_BASELINE,CI,5047638.0,7933792.0,82829.08910090945,82829.08910090945,0.01640947490705741,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
606046,CADENCE BANK,ar_mean,FORMAL_BASELINE,CRE,5047638.0,15442498.0,28838.777935597922,28838.777935597922,0.005713321346657174,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
606046,CADENCE BANK,dynamic_fe,LIMITED_CHALLENGER,CI,5047638.0,7933792.0,28171.349740024474,210138.56283235922,0.04163106839919171,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
63069,CITY NATIONAL BANK,ar_mean,FORMAL_BASELINE,CI,10955121.0,10647070.0,63711.750920416845,63711.750920416845,0.0058157049037082156,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
63069,CITY NATIONAL BANK,ar_mean,FORMAL_BASELINE,CRE,10955121.0,16428548.0,0.0,0.0,0.0,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
63069,CITY NATIONAL BANK,dynamic_fe,LIMITED_CHALLENGER,CI,10955121.0,10647070.0,9087.9309626801,219189.95662325015,0.02000799047525355,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
682563,FROST BANK,ar_mean,FORMAL_BASELINE,CI,4687844.0,5556888.0,48517.54641505027,48517.54641505027,0.010349650375535164,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
682563,FROST BANK,ar_mean,FORMAL_BASELINE,CRE,4687844.0,10047785.0,10950.063402314881,10950.063402314881,0.002335842106161144,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
682563,FROST BANK,dynamic_fe,LIMITED_CHALLENGER,CI,4687844.0,5556888.0,10132.616063054422,137027.75147922037,0.029230441857540562,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
694904,FLAGSTAR BANK NATIONAL ASSN,ar_mean,FORMAL_BASELINE,CI,8348457.0,10072478.0,182144.67686135432,182144.67686135432,0.021817765469877168,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
694904,FLAGSTAR BANK NATIONAL ASSN,ar_mean,FORMAL_BASELINE,CRE,8348457.0,38419670.0,133722.2298595613,133722.2298595613,0.016017598205220595,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
694904,FLAGSTAR BANK NATIONAL ASSN,dynamic_fe,LIMITED_CHALLENGER,CI,8348457.0,10072478.0,73830.26040507162,304849.7717048201,0.036515702447149224,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
722777,SANTANDER BANK N A,ar_mean,FORMAL_BASELINE,CI,13115216.0,7299086.0,58183.52047905748,58183.52047905748,0.004436337188732346,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
722777,SANTANDER BANK N A,ar_mean,FORMAL_BASELINE,CRE,13115216.0,17791992.0,52225.201835580236,52225.201835580236,0.003982031392817338,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
722777,SANTANDER BANK N A,dynamic_fe,LIMITED_CHALLENGER,CI,13115216.0,7299086.0,30029.582494335293,197439.35798898872,0.01505422083700251,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
723112,FIFTH THIRD BANK NA,ar_mean,FORMAL_BASELINE,CI,21766000.0,41796000.0,570123.0701946219,570123.0701946219,0.02619328632705237,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
723112,FIFTH THIRD BANK NA,ar_mean,FORMAL_BASELINE,CRE,21766000.0,16511000.0,47560.876412390084,47560.876412390084,0.0021850995319484556,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
723112,FIFTH THIRD BANK NA,dynamic_fe,LIMITED_CHALLENGER,CI,21766000.0,41796000.0,257332.37066943684,1215953.624970939,0.05586481783382059,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
761806,WEBSTER BANK NATIONAL ASSN,ar_mean,FORMAL_BASELINE,CI,7007352.0,9945487.0,152756.5522712786,152756.5522712786,0.021799468939376614,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
761806,WEBSTER BANK NATIONAL ASSN,ar_mean,FORMAL_BASELINE,CRE,7007352.0,22264907.0,76149.63026411444,76149.63026411444,0.010867105043975875,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
761806,WEBSTER BANK NATIONAL ASSN,dynamic_fe,LIMITED_CHALLENGER,CI,7007352.0,9945487.0,80281.06298916953,308387.9445706435,0.044009198420550795,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
936855,UMB BANK NATIONAL ASSN,ar_mean,FORMAL_BASELINE,CI,5625218.0,14074122.0,84583.24347376065,84583.24347376065,0.015036438316481361,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
936855,UMB BANK NATIONAL ASSN,ar_mean,FORMAL_BASELINE,CRE,5625218.0,15514796.0,11122.721977493416,11122.721977493416,0.0019772961647874653,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
936855,UMB BANK NATIONAL ASSN,dynamic_fe,LIMITED_CHALLENGER,CI,5625218.0,14074122.0,20152.162584556987,332866.6898339879,0.05917400709341183,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
940311,BANCO POPULAR DE PUERTO RICO,ar_mean,FORMAL_BASELINE,CI,4484000.0,4139000.0,108934.84330907879,108934.84330907879,0.024294122058224527,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
940311,BANCO POPULAR DE PUERTO RICO,ar_mean,FORMAL_BASELINE,CRE,4484000.0,5233000.0,45928.234427830364,45928.234427830364,0.010242692780515246,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
940311,BANCO POPULAR DE PUERTO RICO,dynamic_fe,LIMITED_CHALLENGER,CI,4484000.0,4139000.0,30821.95599385073,125752.89128799172,0.028044801803744808,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
962966,SOFI BANK NATIONAL ASSN,ar_mean,FORMAL_BASELINE,CI,5789629.0,4163.0,37.78417393762099,37.78417393762099,6.526182236827436e-06,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
962966,SOFI BANK NATIONAL ASSN,ar_mean,FORMAL_BASELINE,CRE,5789629.0,159361.0,1639.7179533169892,1639.7179533169892,0.0002832164121944583,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
962966,SOFI BANK NATIONAL ASSN,dynamic_fe,LIMITED_CHALLENGER,CI,5789629.0,4163.0,0.0,66.82199365824597,1.1541671091229849e-05,,"Unavailable: limited R4 reports modeled credit-loss burden, not a capital roll-forward",,Unavailable: no approved Mortgage stress model
